nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm1574234,Lorraine Nicholson,"actress,director,producer",1990,,966053.0,1.1915,https://image.tmdb.org/t/p/w500/2Qi2L3JFvx873XAXyftn4z3WhAU.jpg,
nm1763040,Sonya Balmores,"actress,writer,producer",1986,,1226852.0,1.3187,https://image.tmdb.org/t/p/w500/knbho01kwkNbm5pEcCEMCcgnRQd.jpg,
nm1863227,Carrie Underwood,"music_artist,actress,music_department",1983,,96091.0,1.2113,https://image.tmdb.org/t/p/w500/8ZYFDTg7qVripncGatvG7ufxeyx.jpg,"Underwood est née au Centre médical régional de Muskogee et a grandi dans la ferme de ses parents dans la région rurale de Checotah . Elle est la plus jeune des trois filles du père Stephen et de la mère Carole Underwood. Ses soeurs, Shanna Underwood Means et Stephanie Underwood Shelton sont nées en 1973 et 1970.  Underwood a percé quand elle a gagné la quatrième édition d' American Idol en 2005 . Son premier album, Some Hearts , a remporté sept fois le disque de platine aux États-Unis et a été l'album country le plus vendu depuis l' introduction du Nielsen SoundScan en 1991 . Underwood est le premier American Idolgagnant qui a gagné des prix aux grands prix. Elle a reçu un American Music Award , un Billboard Music Award et un Grammy Award . En 2009, elle a été enregistrée au Oklahoma Music Hall of Fame ."
nm2324137,Chris Brochu,"actor,composer,music_department",1989,,146510.0,0.7325,https://image.tmdb.org/t/p/w500/kk6KTA0kjeyGGX650IwmCuWmZgu.jpg,
nm0847857,Charlie Talbert,"actor,location_management,art_department",1978,,175630.0,0.5614,https://image.tmdb.org/t/p/w500/4OHHVt0BtpfSYcOTbQTejplFEtD.jpg,
nm0081009,Ross Bickell,actor,1947,,67784.0,0.5772,https://image.tmdb.org/t/p/w500/ae2v41llKdZo4ObkY8v0ybBhGOL.jpg,
nm0735300,Elizabeth Rodriguez,"actress,producer,writer",1980,,65421.0,1.5275,https://image.tmdb.org/t/p/w500/9f851DP7NHAOKvvlZdXxYigDYbl.jpg,
nm0774386,Matthias Schoenaerts,"actor,producer,director",1977,,73381.0,1.8505,https://image.tmdb.org/t/p/w500/9mRssCj4si6f6IF3nJ2RB5w0J7g.jpg,"Matthias Schoenaerts est un acteur et graffeur belge, né le 8 décembre 1977 à Anvers.

Révélé par Bullhead en 2011, il apparaît d'abord dans des productions françaises comme De rouille et d'os (2012) et Maryland (2015), puis s’internationalise avec Quand vient la nuit (2014), Suite française (2015), Loin de la foule déchaînée (2015), Danish Girl (2015) ou A Bigger Splash (2015).

En 2013, il remporte le César du meilleur espoir masculin pour De rouille et d'os, devenant ainsi le premier acteur belge à remporter la statuette. Il est fait chevalier de l'ordre des Arts et des Lettres en 2015.

Fils de l'acteur flamand Julien Schoenaerts, il est parfaitement bilingue néerlandais et français grâce, notamment, à une grand-mère liégeoise. Il parle également couramment anglais.

Élève du Conservatoire royal d'Anvers, Matthias Schoenaerts monte sur les planches pour la première fois, aux côtés de son père, à l'âge de 8 ans. Il fait ses débuts au cinéma à 15 ans et tient le petit rôle de Wannes Scholliers dans le film Daens, de son compatriote Stijn Coninx, où son père interprète l'évêque de Gand, Antoine Stillemans.

Il apparaît dans un épisode des séries télévisées Flikken en 2001 et Stille waters en 2002. Cette même année, Dorothée Van Den Berghe le choisit afin de jouer Oscar, un fils révolté en conflit avec son père colérique, dans son premier long métrage remarqué Meisje. En 2003, il est au générique d'un autre premier long métrage, celui du réalisateur Tom Barman, Any Way the Wind Blows. Après ce film, on le retrouve jusqu'en 2005, quasi consécutivement dans huit courts métrages, et le long métrage Ellektra, de Rudolf Mestdagh, où le père de Matthias tourne pour la dernière fois avant son décès survenu le 7 septembre 2006.

En 2006, il incarne Dennis, ce garçon de 26 ans libéré après avoir purgé une peine de prison pour viol, dans Dennis van Rita de Hilde Van Mieghem. Paul Verhoeven lui offre cette même année le rôle de Joop dans Black Book, un drame se déroulant à La Haye, sous l'occupation allemande. Il joue ensuite dans Nadine, de Erik de Bruyn et De muze, de Ben van Lieshout (2007), Loft, d'Erik Van Looy, Left Bank (Linkeroever), de Pieter Van Hees (2008) et My Queen Karo, le deuxième long métrage de Dorothée Van Den Berghe (2009). En 2010, après son rôle de Samuel Verbist dans Pulsar, d'Alex Stockman, il est engagé pour la première fois par un réalisateur français, en l'occurrence Franck Richard, pour son film fantastique La Meute, dont les têtes d'affiche sont Yolande Moreau, Émilie Dequenne et Benjamin Biolay.

En 2011, il crève l'écran dans Bullhead (Rundskop), de Michaël R. Roskam. Il y incarne Jacky Vanmarsenille, un éleveur bovin flamand, irascible et dopé aux hormones; l'acteur a dû prendre trente kilogrammes de muscles pour incarner le personnage. ...

Source: Article ""Matthias Schoenaerts"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
nm1092022,Michael Esper,"actor,soundtrack,archive_footage",1976,,6183.0,0.4818,https://image.tmdb.org/t/p/w500/kn8Z4mdTLXFcNSpSBDkLrktTU3d.jpg,
nm1742427,Michaël R. Roskam,"producer,director,writer",1972,,236859.0,0.1087,https://image.tmdb.org/t/p/w500/pyS3th44ELiSqgsF40hHGQ8GpbK.jpg,
nm1767528,Morgan Spector,"actor,miscellaneous,producer",1980,,937913.0,2.3244,https://image.tmdb.org/t/p/w500/u34cIKa0DMqCJYZuWZwLUiM1n2v.jpg,
nm0001254,James Gandolfini,"actor,producer,soundtrack",1961,2013.0,4691.0,2.2241,https://image.tmdb.org/t/p/w500/vhtsFJZcfHdeDkFBoWMDzOS6xrP.jpg,
nm0230306,Neal Dodson,"producer,writer,actor",1978,,213863.0,0.3001,,
nm0541902,Aasif Mandvi,"actor,producer,writer",1966,,20644.0,1.1776,https://image.tmdb.org/t/p/w500/hoBCqgxK2JqV3MOQYncHRMfwu8V.jpg,
nm0271402,Sam Fell,"director,writer,actor",1965,,58897.0,0.8666,https://image.tmdb.org/t/p/w500/JolkSAddWXrhBSLEQeNZpQNRi3.jpg,
nm0272706,Jodelle Ferland,"actress,archive_footage",1994,,8338.0,2.2976,https://image.tmdb.org/t/p/w500/5N83sI2aDqnvcxIXsoXk0kBUwDz.jpg,"Jodelle Micah Ferland est une actrice canadienne, surtout connue pour avoir interprété les rôles de Mary Jensen dans la minisérie Kingdom Hospital en 2004, Sharon/Alessa dans le film d'horreur de 2006 Silent Hill, et Bree Tanner dans Twilight, chapitre III : Hésitation."
nm1325899,Travis Knight,"director,producer,animation_department",1973,,1033661.0,1.4129,https://image.tmdb.org/t/p/w500/5JmhiYsF0H1geSwbX5NtByZuJjC.jpg,
nm2240346,Kodi Smit-McPhee,"actor,soundtrack,archive_footage",1996,,113505.0,1.0242,https://image.tmdb.org/t/p/w500/sesCWba9NwPDYDZzbVLs7OgLOti.jpg,
nm3235380,Tucker Albrizzi,actor,2000,,558925.0,1.5356,https://image.tmdb.org/t/p/w500/C0qZQEnxp4S7mM1emI1Zs9qUaB.jpg,
nm0834626,Elaine Stritch,"actress,music_department,writer",1925,2014.0,36802.0,0.6996,https://image.tmdb.org/t/p/w500/5OzcpY0VflrCJlgimHcpSpPAt45.jpg,
nm0359623,Taylor Handley,"actor,writer,director",1984,,66741.0,1.2869,https://image.tmdb.org/t/p/w500/m6Q0DtgxxAvqILCxpbXbOQov4TP.jpg,
nm1307564,Peter Mel,actor,1969,,108338.0,1.2464,https://image.tmdb.org/t/p/w500/nzLNA0ZEDdJCesfkKg00vXGozqR.jpg,
nm1628079,Leven Rambin,"actress,director,writer",1990,,207401.0,2.0381,https://image.tmdb.org/t/p/w500/vjXXg3QCtFIxvLl1Aa0fTHFhA3d.jpg,
nm4103976,Jonny Weston,"actor,producer,archive_footage",1988,,928575.0,1.3472,https://image.tmdb.org/t/p/w500/jfNlirPh9TrBRzo1LaCN4CGvLlK.jpg,
nm0000776,Michael Apted,"director,producer,miscellaneous",1941,2021.0,10781.0,0.6933,https://image.tmdb.org/t/p/w500/8ZLhPKz9CDZdbvFCIBAJMfd9IxE.jpg,"Michael David Apted, dit Michael Apted, né le 10 février 1941 à Aylesbury, dans le Buckinghamshire, au (Royaume-Uni), et mort le 7 janvier 2021 à Los Angeles, en Californie, aux (États-Unis), est un réalisateur, producteur de cinéma et de télévision, scénariste, acteur et cadreur britannico-américain.

Il commence sa carrière à la télévision en travaillant comme documentaliste pour Granada Television, dont il deviendra par la suite directeur. Pendant cette période, il tourne plusieurs épisodes de Coronation Street. Pour le travail qu'il réalise alors, Apted remportera plusieurs British Academy Awards, y compris celui du meilleur réalisateur dramatique. À partir 1963, Apted se lance dans un projet ambitieux : une série documentaire intitulée Up Series qui suit plusieurs enfants tous âgés de 7 ans dans les premiers épisodes 7 Up, et qui propose de les retrouver tous les 7 ans pour filmer ce qu'ils sont devenus... Le premier volet de la série connaît un énorme succès ; il en ira de même pour ceux qui suivront.

Apted s'oriente vers le cinéma en 1972 et dirige son premier long métrage déjà très controversé par son engagement anti-militariste et son questionnement sur l'identité sexuelle, The Triple Echo, basé sur la nouvelle de H. E. Bates intitulée Soldier in Skirts, dans lequel une jeune femme cache un déserteur, joué par Brian Deacon, en le faisant passer pour sa sœur. En 1979, il enchaîne avec Agatha, un drame interprété par Dustin Hoffman et Vanessa Redgrave et dont le sujet est la mystérieuse disparition d'Agatha Christie en 1926.

Il part aux États-Unis en 1980 et y dirige son premier film américain, Nashville Lady (Coal Miner's Daughter), qui reçoit plusieurs nominations aux Oscars. Par ailleurs, Apted réalise aussi plusieurs documentaires, notamment la suite de 7 Up. Le dernier volet en date de la série date de 2005, 49 Up, et les enfants de 7 up y sont presque quinquagénaires.

En 1999, Apted tourne un James Bond : Le monde ne suffit pas.

Le 29 juin 2003, il est élu président de la Directors Guild of America.

Il réalise en 2010 le troisième volet du Monde de Narnia : L'Odyssée du Passeur d'Aurore."
nm0004908,Edie Falco,"actress,producer,casting_director",1963,,36190.0,3.028,https://image.tmdb.org/t/p/w500/jS2Hnr5OmntpX0J7EpH70zAG0mz.jpg,
nm0184698,Brendan Cowell,"actor,writer,producer",1976,,129527.0,1.0156,https://image.tmdb.org/t/p/w500/9Bjc4wYjqAJXMwmy6rKsYq2PeWV.jpg,
nm0091035,Kim Bodnia,"actor,writer,director",1965,,3398.0,2.3325,https://image.tmdb.org/t/p/w500/koWU6vb82cuCDLeYE1erqnQ39cW.jpg,
nm0174403,Kerry Condon,"actress,archive_footage",1983,,62105.0,4.2963,https://image.tmdb.org/t/p/w500/8RO25vJxQSoNdhsVbiAHOsiGfvl.jpg,"Kerry Condon est une actrice irlandaise, née le 4 janvier 1983, à Tipperary, Irlande.

Elle est notamment connue pour avoir interprété le rôle d’Octavia dans la série Rome."
nm0580014,Tobias Menzies,"actor,writer,soundtrack",1974,,10920.0,2.8078,https://image.tmdb.org/t/p/w500/hGhAw2obMEOu1K0ed9b3jds9thf.jpg,
nm1357414,Abdul Salis,"actor,soundtrack,archive_footage",1979,,58431.0,0.6922,https://image.tmdb.org/t/p/w500/2gDH3kNzUr4IUZLbCiYR9OCTjGa.jpg,
nm1692732,Joseph Balderrama,"actor,archive_footage",1986,,1477143.0,0.6493,https://image.tmdb.org/t/p/w500/8BwRFsXzWD25dPih6IePcRD3EjT.jpg,
nm2619894,Lewis Hamilton,"actor,producer,miscellaneous",1985,,216294.0,3.294,https://image.tmdb.org/t/p/w500/8dqbTnI5y4k5plT4Kncp1PKeuHj.jpg,"Lewis Hamilton, né le 7 janvier 1985 à Stevenage, dans le Hertfordshire, en Angleterre, est un pilote automobile britannique, septuple champion du monde de Formule 1 en 2008, 2014, 2015, 2017, 2018, 2019 et 2020 ; il est le pilote le plus titré, à égalité avec Michael Schumacher. Il est également recordman du nombre de pole positions, de podiums, de courses terminées dans les points, de points en carrière, de tours en tête ainsi que du nombre de victoires. Il est aussi le pilote qui a remporté le plus de victoires sur différents circuits, soit 31 tracés. À l'entame de la saison 2023, il totalise 103 victoires, autant de pole positions, 192 podiums et 61 meilleurs tours."
nm4465864,Will Merrick,"actor,archive_footage",1993,,1221073.0,1.1293,https://image.tmdb.org/t/p/w500/3IVuzHqE8FIBV679o4VGrZInpsE.jpg,
nm5072010,Damson Idris,"actor,producer,archive_footage",1991,,1837297.0,4.3759,https://image.tmdb.org/t/p/w500/4jKOg4jCqNwXyrYd3coqgmCqkMy.jpg,
nm0348748,Kick Gurry,"actor,director,writer",1978,,93111.0,0.7406,https://image.tmdb.org/t/p/w500/veu7npyAf2hhkKb1KR9SsducGoq.jpg,
nm0414423,Gregory Jacobs,"producer,assistant_director,writer",1968,,119665.0,0.4168,https://image.tmdb.org/t/p/w500/xUhgoxAJhjukS47BAJFvaVS0uP2.jpg,
nm0510731,Doug Liman,"producer,director,miscellaneous",1965,,11694.0,1.474,https://image.tmdb.org/t/p/w500/5pPcmwI7GMZ45CyrYLJ3n0IXm6e.jpg,"Doug Liman est un producteur, réalisateur et directeur de la photographie américain, né le 24 juillet 1965 à New York (États-Unis).

Parallèlement à ses études secondaires, Doug Liman suit les cours de l'International Center of Photography, puis entre à la Brown University de Providence (Rhode Island), où il collabore à la création d'une station de télévision à péage. Réalisateur de courts métrages dès l'âge de sept ans, il poursuit cette activité au lycée avant de s'inscrire à l'École de Cinéma et de Télévision de l'USC. C'est là qu'il signe en 1994 son premier long métrage : la comédie à suspense Getting in, interprétée par Stephen Mailer, Matthew Perry, Andrew McCarthy et Christine Baranski.

Doug Liman connaît son premier succès critique en 1996 avec Swingers, qu'il produit et réalise. Cette comédie, qui réunit notamment les comédiens Jon Favreau et Vince Vaughn, évoque les aventures de quatre dragueurs à la recherche du grand amour dans les bars rétro de Los Angeles. Doug Liman dirige ensuite Sarah Polley, Katie Holmes et Taye Diggs dans Go (1999), une comédie qui sera présentée en avant première au Festival de Sundance.

En 2001, il change de registre et met en scène La Mémoire dans la peau, un thriller d'action dans lequel Matt Damon recherche sa véritable identité. Devant son succès, le film devient une franchise avec deux autres opus: La Mort dans la peau et La Vengeance dans la peau qu'il co-produit. Avec Mr and Mrs Smith, mélant action et comédie, il met en scène un couple las de leur quotidien, ignorant tous les deux leurs activités criminelles respectives.

Doug Liman retourne à la réalisation en 2007 avec Jumper dans lequel Hayden Christensen, doté du pouvoir de téléportation, est traqué sans relâche par Samuel L. Jackson. Il revient dans le monde de l'espionnage en adaptant l'histoire vraie de Valeria Plame, agent de la CIA incarnée par Naomi Watts dans son Fair Game, en compétition au Festival de Cannes 2010. Il s'essaie en 2013 à la science-fiction avec Edge of Tomorrow, porté par le spécialiste de l'apocalypse Tom Cruise, après avoir dû annuler sa comédie I Just Want my Pants Back, basée sur la série télévisée du même nom qu'il produit. Toujours dans la SF, il se penche sur le voyage temporel avec Time and Again, mais touche aussi au biopic via Everest, avec Benedict Cumberbatch en alpiniste des extrêmes.  En tant que producteur, on le retrouve aux commandes des séries ""The UneXplained"", Covert Affairs ainsi que Suits, avocats sur mesure"
nm0915453,Tony Way,"actor,writer,director",1978,,147255.0,0.9463,https://image.tmdb.org/t/p/w500/u48ePSGsP1ww2VmPgNXgog3IM83.jpg,
nm1765073,Jonas Armstrong,"actor,archive_footage",1981,,119224.0,0.7404,https://image.tmdb.org/t/p/w500/7Ia8Dfhqa2bH43NeKSZiPZ9wHAF.jpg,
nm2621030,Franz Drameh,"actor,archive_footage",1993,,1363086.0,0.6268,https://image.tmdb.org/t/p/w500/xSEv3SN8CSn0bozoOnPd77kEOiD.jpg,
nm2731660,Charlotte Riley,"actress,producer,soundtrack",1981,,115679.0,2.6092,https://image.tmdb.org/t/p/w500/cTZ8RhEk67OtOa4yosJLA4l5v5r.jpg,
nm2800616,Dragomir Mrsic,"actor,writer,producer",1969,,125740.0,0.5412,https://image.tmdb.org/t/p/w500/wREVLKdcNQpkTD9EOgukp2hmZLL.jpg,
nm0177396,Christian Cooke,"actor,director,producer",1987,,116263.0,1.1454,https://image.tmdb.org/t/p/w500/pqIqDP4HuRLc60KR8QMTHWhIJNq.jpg,
nm0186475,Lorcan Cranitch,"actor,miscellaneous,soundtrack",1959,,42565.0,1.208,https://image.tmdb.org/t/p/w500/voQReF44XJqSJbOD382RtwFJaTx.jpg,
nm0989182,Tamsin Egerton,"actress,archive_footage",1988,,66442.0,1.0475,https://image.tmdb.org/t/p/w500/n7iso71As9F3H5LtESDjiqJ6e7s.jpg,
nm1785575,Jaime Winstone,"actress,producer,archive_footage",1985,,74442.0,0.9035,https://image.tmdb.org/t/p/w500/66YHmcXmxjFABJfoWKwg0iEMcwS.jpg,
nm1820980,Jamie Beamish,"actor,music_department",1976,,203575.0,0.4813,https://image.tmdb.org/t/p/w500/g6F7s8J1oP2AvkHUN4TWkcgAKY1.jpg,
nm3510471,Sam Claflin,"actor,producer,soundtrack",1986,,237455.0,4.2539,https://image.tmdb.org/t/p/w500/e5CU4tjCNZFfm7ITmZfzjZse2Bb.jpg,
nm4025229,Suki Waterhouse,"actress,music_department,composer",1992,,1325961.0,1.8785,https://image.tmdb.org/t/p/w500/gR3TLPDvqkrwIKJBw9Mx3VhhM2G.jpg,
nm0221631,Nada Despotovich,actress,1967,,20975.0,0.9878,https://image.tmdb.org/t/p/w500/40Bqh3VoQlzdVmATLzfgSsdk6bX.jpg,
nm0288679,Chris Fowler,"writer,producer,actor",1962,,1227356.0,1.0698,https://image.tmdb.org/t/p/w500/fkomQEOKlSrfSUPgBmrfKtzmVqj.jpg,
nm0345174,Luca Guadagnino,"director,producer,writer",1971,,78160.0,1.3876,https://image.tmdb.org/t/p/w500/lO2GD4s6fRloZLEhsZgBlhJQasE.jpg,
nm1821101,Mary Joe Fernandez,"actress,archive_footage",1971,,4538305.0,0.095,https://image.tmdb.org/t/p/w500/KYYHPFAQ7phIndxKX1zz2JQGHd.jpg,
nm4576311,Mike Faist,"actor,soundtrack,archive_footage",1992,,1423520.0,2.2754,https://image.tmdb.org/t/p/w500/xRl1Pa8a80L3QUT7LrTtlTZv1l4.jpg,
nm5534173,Darnell Appling,"miscellaneous,actor,producer",1985,,3352136.0,0.188,https://image.tmdb.org/t/p/w500/g4unqS1W07uKzoVIaQAEnVyk6W0.jpg,
nm0571930,Joel McKinnon Miller,"actor,soundtrack,archive_footage",1960,,88950.0,1.1676,https://image.tmdb.org/t/p/w500/tssymtsgGV3zd8X6tm7p6ZbIUv.jpg,"Joel McKinnon Miller, né le 21 février 1960 à Rockford, Minnesota, est un acteur américain, notamment connu pour ses rôles de Don Embry dans Big Love et de Norm Scully dans Brooklyn Nine-Nine.

Il a pris des cours de chant d'opéra dans sa jeunesse et est plus tard allé à l'Université du Minnesota à Duluth, où il a étudié le théâtre. Il a abandonné son cursus en 1980, avant de revenir finir ses études et valider son diplôme en 2007.

Joel McKinnon Miller se fait notamment remarquer dans la série Las Vegas, dans laquelle il interprète le personnage de Lyle Nubbin. Il s'est également invité dans de nombreuses séries depuis, parmi lesquelles X-Files ou American Horror Story. Il a également joué dans le téléfilm Secret Santa, et a obtenu des seconds rôles dans les longs-métrages The Truman Show, Galaxy Quest, Rush Hour 2 et Men in Black II. Entre 2006 et 2011, il apparaît pendant 46 épisodes dans la série Big Love, où il interprète Don Embry. Il joue depuis 2013 le personnage de Norm Scully dans la série Brooklyn Nine-Nine."
nm1404488,AJ Michalka,"actress,producer,writer",1991,,113926.0,1.1716,https://image.tmdb.org/t/p/w500/yD83OMnRgdP3ydozt158IYAB3o0.jpg,"Elle a commencé à prendre des cours de comédie à l'âge de 9 ans. En attendant d'être connue grâce au cinéma, elle a été top model, prêtant son image pour des photos de grands magazines. Puis vient le moment de passer des auditions, qu'elle réussit du premier coup, c'est alors qu'elle décroche des contrats pour de grandes chaînes telles que FOX, CBS, HBO et NBC. Vient alors la série The Guardian qui l'a fait connaître de tous grâce au rôle de Shannon Gressler.

Amanda est, tout comme sa sœur Alyson Michalka, chanteuse et musicienne et compositeur. Elle a fondé, avec sa sœur, le groupe Aly & AJ dont le premier album, Into the Rush, est sorti en 2005. En 2010, elles changent le nom de leur groupe et le baptisent « 78violet ».

Depuis octobre 2013, elle est la compagne de l'acteur Keenan Tracey."
nm1517875,Zach Mills,"actor,soundtrack,archive_footage",1995,,23533.0,1.7762,https://image.tmdb.org/t/p/w500/rdMYlbLiSdQdpnqqttAk0oIocaE.jpg,
nm1525807,Joel Courtney,"actor,soundtrack,archive_footage",1996,,518627.0,0.8223,https://image.tmdb.org/t/p/w500/XvlAlEedqATZcPoZcQh3cxXOA7.jpg,
nm2619114,Ryan Lee,"actor,miscellaneous,soundtrack",1996,,456066.0,1.8566,https://image.tmdb.org/t/p/w500/1DpDbF9qi9nnMfKfGKnyhNPkNCb.jpg,
nm2773059,Gabriel Basso,"actor,director,writer",1994,,222122.0,3.4475,https://image.tmdb.org/t/p/w500/6jHYQf6Y37BEouavp03WWpWpFyR.jpg,
nm4087524,Riley Griffiths,"actor,soundtrack,archive_footage",1997,,518628.0,0.4227,https://image.tmdb.org/t/p/w500/tyu6yG8aTcQYKXcqichRaAYsyRt.jpg,
nm0147661,Fulvio Cecere,"actor,producer,director",1960,,65808.0,0.8253,https://image.tmdb.org/t/p/w500/7Jc4LeoA0ND0stFqDiPzBeQ9SXt.jpg,
nm0401264,Michiel Huisman,"actor,soundtrack,archive_footage",1981,,91520.0,2.9837,https://image.tmdb.org/t/p/w500/4QQp2HIrBubKSBZpSWLzI21fNzA.jpg,
nm1767218,Lee Toland Krieger,"producer,director,writer",1983,,109745.0,0.5309,https://image.tmdb.org/t/p/w500/fnYqMUr4DjNgCN1keCZH7dSxD2n.jpg,"Krueger fonde une compagnie de production ""Autumn Entertainment"" en 2004. En 2009, il écrit et dirige The Vicious Kind qui est visionné la première fois au festival de Sundance en 2009. Il réalise le film Adaline en 2015 avec au casting Blake Lively, Michiel Huisman et Harrison Ford. Le 29 février 2016, il est annoncé qu'il assurera la réalisation du dernier opus de la série Divergente : Allegiant part 2, avec toujours au casting Shailene Woodley et Theo James."
nm2113653,Richard Harmon,"actor,producer,archive_footage",1991,,144852.0,2.4871,https://image.tmdb.org/t/p/w500/tlWgu5Kp37C7XsgJVLmYsPKiAd6.jpg,
nm0005532,Kate Walsh,"actress,producer,soundtrack",1967,,61114.0,3.2124,https://image.tmdb.org/t/p/w500/z2o4tml3ClbrcJ2ZYtqdtYJcsEY.jpg,"""Kathleen Erin \""Kate\"" Walsh est une actrice américaine née le 13 octobre 1967 à San José, Californie. Elle se fait connaître à la télévision dans les années 1990 grâce à des rôles récurrents dans des sitcoms et séries telles que The Drew Carey Show (où elle incarne Nicki Fifer) et The Norm Show. Son rôle déterminant survient en 2005 lorsqu’elle rejoint le casting de Grey’s Anatomy dans le rôle du Dr Addison Forbes-Montgomery, personnage auquel elle donnera un spin-off, Private Practice, diffusé de 2007 à 2013. En parallèle, elle alterne avec le cinéma, apparaissant dans Under the Tuscan Sun (2003), Legion (2010), The Perks of Being a Wallflower (2012) ou encore plus récemment dans des comédies comme Girls Trip et Honest Thief. Plus récemment, Walsh renoue avec ses racines télévisuelles en incarnant des rôles de premier plan dans des séries populaires telles que 13 Reasons Why, The Umbrella Academy et Emily in Paris. Son talent à mêler drame et comédie ainsi que son charisme à l’écran lui assurent une présence durable dans l’industrie."
nm0154716,Stephen Chbosky,"writer,producer,director",1970,,19311.0,0.6866,https://image.tmdb.org/t/p/w500/9PdTBjn8dJqfn3ygKvsCdl9G06J.jpg,
nm3297724,Brian Balzerini,actor,1984,,227229.0,0.186,,
nm0073384,Emmanuelle Bercot,"actress,director,writer",1967,,25340.0,0.5497,https://image.tmdb.org/t/p/w500/xywoj2EBThgQE8izX7979MmrlOd.jpg,"Emmanuelle Bercot, née le 6 novembre 1967 à Paris 16e, est une réalisatrice, scénariste et actrice française.

Découverte au Festival de Cannes, elle y remporte deux prix en 1997 et 2015 dont le prix d'interprétation féminine lors de la 68e édition pour le drame Mon roi.

En 2013, elle cumule quatre nominations solo lors de la Berlinale pour un même film (Elle s'en va). En 2016, elle est nommée cinq fois aux Césars (dont celui de la meilleure réalisatrice) pour La Tête haute.

Emmanuelle Bercot naît le 6 novembre 1967 dans le 16e arrondissement de Paris, mais ses parents habitent alors à Boulogne-Billancourt. Son père, Michel, est chirurgien; son grand-père, Pierre Bercot, a dirigé Citroën de 1958 à 1970. Elle raconte avoir été fascinée par le travail de son père à l'hôpital Lariboisière et cite aussi un oncle éducateur comme référence pour La Tête haute.

Après le baccalauréat, elle intègre l'École de danse Serge Alzetta, puis l'École du spectacle, où elle découvre le théâtre.

Élève au cours Florent, elle travaille sous la direction de Raymond Acquaviva, Robert Hossein et Jean-Luc Tardieu. Après avoir raté le concours d'entrée au conservatoire, elle est admise à La Fémis. Elle y tourne le documentaire True Romanès (1995), puis le court métrage, Les Vacances, et son film de fin d'études La Puce, en 1999, récit du dépucelage d'une adolescente par un homme mûr; le film est sélectionné à la Cinéfondation au 52e Festival de Cannes. Ces deux derniers films révèlent Isild Le Besco, actrice fétiche de la cinéaste.

Menant, en parallèle, une carrière d'actrice (elle incarne la monitrice dans La Classe de neige de Claude Miller en 1997), elle joue également le rôle principal de son premier long métrage, Clément, celui d'une trentenaire transie d'amour pour un garçon de 13 ans. Cette œuvre est présentée à Cannes en 2001 dans la section Un certain regard.

«L'intérêt, pour moi, n'est jamais tant dans le fait de raconter des histoires que dans la volonté de décrire des états, d'exacerber des perceptions», déclare la cinéaste au moment de la sortie de son deuxième long métrage, Backstage, présenté en 2005 à la Mostra de Venise, et dans lequel elle continue d'explorer le mal-être adolescent, à travers la relation trouble qui unit une vedette de la chanson (Emmanuelle Seigner) à une jeune fan envahissante (Isild Le Besco).

Au Festival international du film de Thessalonique 2005, elle remporte le prix de la meilleure réalisatrice.

Lors du 68e Festival de Cannes, elle présente en ouverture son film comme réalisatrice, La Tête haute, et reçoit comme comédienne le prix d'interprétation féminine pour son rôle dans Mon roi, ex æquo avec l'Américaine Rooney Mara pour Carol.

Lors du Festival du cinéma américain de Deauville 2017, elle préside le jury de la Révélation.

Le 28 février 2020, lors de la 45e cérémonie des César, elle est chargée avec Claire Denis de remettre le César de la meilleure réalisation à Roman Polanski, suscitant l'indignation d'Adèle Haenel.

Elle est la compagne du directeur de la photographie Guillaume Schiffman qui a signé la photographie de tous ses films depuis 1998. ...

Source: Article ""Emmanuelle Bercot"" de Wikipédia en français, soumis à la licence CC-BY-SA."
